idTweet,idUser,idRetweet,createdAt,urlEnd,source
6.75688E+17,133756994,6.75693E+17,12/12/2015,/status/675692515987705856,Twitter for Windows Phone
6.75688E+17,2831647126,6.7569E+17,12/12/2015,/status/675689902755958784,Twitter Web Client
6.75686E+17,898433816,6.75794E+17,12/12/2015,/status/675794471695589376,Twitter Web Client
6.75686E+17,262671176,6.75686E+17,12/12/2015,/status/675686067819978756,Twitter Web Client
6.75685E+17,579328359,6.77128E+17,16/12/2015,/status/677127951658414080,Twitter Web Client
6.75685E+17,308504149,6.77127E+17,16/12/2015,/status/677127208624914432,TweetDeck
6.75685E+17,848950321,6.77127E+17,16/12/2015,/status/677126979762659328,Twitter Web Client
6.75685E+17,898433816,6.75794E+17,12/12/2015,/status/675794454914179072,Twitter Web Client
6.75684E+17,898433816,6.75685E+17,12/12/2015,/status/675685054627119104,Twitter Web Client
6.75684E+17,380449819,6.75684E+17,12/12/2015,/status/675684446348120064,Twitter Web Client
6.75683E+17,898433816,6.75685E+17,12/12/2015,/status/675685041083719680,Twitter Web Client
6.75682E+17,898433816,6.75685E+17,12/12/2015,/status/675685016064696320,Twitter Web Client
6.75682E+17,298040213,6.75686E+17,12/12/2015,/status/675686125671960576,Twitter for Android
6.75682E+17,898433816,6.75685E+17,12/12/2015,/status/675685001271361536,Twitter Web Client
6.75682E+17,262671176,6.75685E+17,12/12/2015,/status/675684803514077184,Twitter Web Client
6.75681E+17,112405794,6.75985E+17,13/12/2015,/status/675984794501664768,Twitter for iPhone
6.75681E+17,2810964800,6.75945E+17,13/12/2015,/status/675944600377417728,Twitter Web Client
6.75681E+17,262671176,6.75686E+17,12/12/2015,/status/675686237227884544,Twitter Web Client
6.75681E+17,898433816,6.75685E+17,12/12/2015,/status/675684986671013888,Twitter Web Client
6.7568E+17,3739887569,6.75688E+17,12/12/2015,/status/675687860842950656,Twitter Web Client
6.7568E+17,898433816,6.75685E+17,12/12/2015,/status/675684966819356672,Twitter Web Client
6.75662E+17,479549227,6.76441E+17,14/12/2015,/status/676440948113543169,Twitter Web Client
6.75662E+17,262671176,6.75686E+17,12/12/2015,/status/675686261928120320,Twitter Web Client
6.75662E+17,898433816,6.75685E+17,12/12/2015,/status/675684952822980608,Twitter Web Client
6.75662E+17,449749927,6.75665E+17,12/12/2015,/status/675665078599991296,Twitter Web Client
6.75647E+17,898433816,6.75685E+17,12/12/2015,/status/675684933361364992,Twitter Web Client
6.75647E+17,3739887569,6.75664E+17,12/12/2015,/status/675664385881284608,Twitter Web Client
6.75646E+17,479549227,6.76441E+17,14/12/2015,/status/676440920326324224,Twitter Web Client
6.75646E+17,237748563,6.75754E+17,12/12/2015,/status/675754267890855936,Twitter for iPhone
6.75646E+17,121468512,6.7569E+17,12/12/2015,/status/675690310966616064,Twitter for iPhone
6.75646E+17,262671176,6.75686E+17,12/12/2015,/status/675686285516922880,Twitter Web Client
6.75646E+17,310357795,6.75686E+17,12/12/2015,/status/675685612066873344,Twitter Web Client
6.75646E+17,898433816,6.75685E+17,12/12/2015,/status/675684916277985280,Twitter Web Client
6.75646E+17,21640730,6.75646E+17,12/12/2015,/status/675646371941261313,Twitter for Android
6.75637E+17,1698293742,6.75993E+17,13/12/2015,/status/675992919485075456,Twitter Web Client
6.75637E+17,2810964800,6.75945E+17,13/12/2015,/status/675944771140079616,Twitter Web Client
6.75637E+17,796588627,6.75718E+17,12/12/2015,/status/675718421997293569,Twitter Web Client
6.75637E+17,898433816,6.75685E+17,12/12/2015,/status/675684902243803136,Twitter Web Client
6.75637E+17,1257535368,6.75638E+17,12/12/2015,/status/675638104577953792,Twitter for Android
6.75632E+17,133756994,6.75811E+17,12/12/2015,/status/675811425449869314,Twitter Web Client
6.75632E+17,1580447905,6.75736E+17,12/12/2015,/status/675735743092928512,TweetDeck
6.75632E+17,131181946,6.75733E+17,12/12/2015,/status/675732650880057345,Mobile Web (M5)
6.75632E+17,796588627,6.75719E+17,12/12/2015,/status/675718521897287681,Twitter Web Client
6.75632E+17,898433816,6.75685E+17,12/12/2015,/status/675684886687178752,Twitter Web Client
6.75632E+17,1257535368,6.7564E+17,12/12/2015,/status/675639589722308617,Twitter for Android
6.77815E+17,262671176,6.77836E+17,18/12/2015,/status/677835965315026944,Twitter Web Client
6.7781E+17,898433816,6.7798E+17,18/12/2015,/status/677979757607329796,Twitter Web Client
6.7781E+17,848950321,6.77844E+17,18/12/2015,/status/677843837990133760,TweetDeck
6.7781E+17,563629852,6.77812E+17,18/12/2015,/status/677812161897496576,Twitter for Android
6.7781E+17,112405794,6.7781E+17,18/12/2015,/status/677810274594877440,Twitter for iPhone
6.77809E+17,3739887569,6.77985E+17,18/12/2015,/status/677985210022121472,Twitter Web Client
6.77809E+17,1431049680,6.77985E+17,18/12/2015,/status/677985042333855744,Twitter Web Client
6.77809E+17,898433816,6.7798E+17,18/12/2015,/status/677979742411296769,Twitter Web Client
6.77809E+17,517876658,6.77812E+17,18/12/2015,/status/677811635520712704,Twitter for Android
6.77809E+17,1418752885,6.77811E+17,18/12/2015,/status/677810801890213888,Twitter for Android
6.77803E+17,569486313,6.77805E+17,18/12/2015,/status/677804851041050624,Twitter Web Client
6.77803E+17,909910016,6.77804E+17,18/12/2015,/status/677803618574213120,Twitter Web Client
6.77798E+17,898433816,6.7798E+17,18/12/2015,/status/677979684290830337,Twitter Web Client
6.77798E+17,298040213,6.77819E+17,18/12/2015,/status/677819494966906881,Twitter Web Client
6.77781E+17,898433816,6.7798E+17,18/12/2015,/status/677979666100154368,Twitter Web Client
6.77781E+17,3074504295,6.77829E+17,18/12/2015,/status/677828881685041152,Twitter Web Client
6.77781E+17,2520851253,6.79065E+17,21/12/2015,/status/679064778954948608,Twitter for iPad
6.77781E+17,3325091025,6.78936E+17,21/12/2015,/status/678935638297677824,Twitter for iPhone
6.77781E+17,831906512,6.78169E+17,19/12/2015,/status/678169316169293824,Twitter for iPhone
