idTweet,hashtag,hashtagBrut,indiceStart,indiceEnd
6.78102E+17,entreprise,entreprise,67,78
6.78102E+17,management,Management,80,91
6.77945E+17,socionoel,SocioNoêl,103,113
6.77907E+17,socionoel,SocioNoel,0,10
6.77905E+17,socionoel,SocioNoel,0,10
6.77903E+17,socionoel,SocioNoel,4,14
6.77903E+17,management,management,64,75
6.7789E+17,socionoel,SocioNoel,0,10
6.7789E+17,day18,Day18,11,17
6.77891E+17,socionoel,SocioNoel,0,10
6.77891E+17,day18,Day18,11,17
6.77889E+17,socionoel,SocioNoel,50,60
6.77885E+17,socionoel,SocioNoel,0,10
6.77885E+17,anthropologie,Anthropologie,70,84
6.77877E+17,socionoel,SocioNoel,80,90
6.77867E+17,socionoel,SocioNoël,0,10
6.77858E+17,socionoel,SocioNoel,3,13
6.77856E+17,socionoel,SocioNoel,20,30
6.77849E+17,socionoel,SocioNoël,70,80
6.77773E+17,migrants,migrants,77,86
6.77845E+17,socionoel,SocioNoel,35,45
6.77822E+17,socionoel,SocioNoël,0,10
6.77816E+17,enquete,enquête,22,30
6.77816E+17,sociologique,sociologique,31,44
6.77816E+17,socionoel,socionoël,104,114
6.77815E+17,socionoel,SocioNoel,0,10
6.7781E+17,socionoel,SocioNoel,0,10
6.77809E+17,socionoel,SocioNoel,0,10
6.77803E+17,socionoel,SocioNoel,17,27
6.77803E+17,sociologie,Sociologie,32,43
6.77803E+17,inspiration,inspiration,90,102
6.77798E+17,socionoel,SocioNoel,0,10
6.77781E+17,socionoel,SocioNoel,0,10
6.77781E+17,management,Management,64,75
6.77781E+17,socionoel,SocioNoel,0,10
6.77773E+17,socionoel,SocioNoel,0,10
6.77771E+17,socionoel,SocioNoel,105,115
6.77766E+17,socionoel,SocioNoel,99,109
6.77519E+17,socionoel,SocioNoel,53,63
6.77519E+17,sciencepolitique,sciencepolitique,88,105
6.77519E+17,mustread,MustRead,108,117
6.77734E+17,socionoel,SocioNoel,50,60
6.77623E+17,socionoel,SocioNoel,0,10
6.77623E+17,day17,Day17,11,17
6.77606E+17,socionoel,SocioNoel,0,10
6.77586E+17,socionoel,SocioNoel,49,59
6.77582E+17,socionoel,SocioNoel,134,144
6.7758E+17,socionoel,SocioNoel,101,111
6.77542E+17,socionoel,SocioNoel,0,10
6.77541E+17,socionoel,SocioNoel,36,46
6.72681E+17,doubleconscience,doubleconscience,79,96
6.72681E+17,socionoel,SocioNoel,0,10
6.72678E+17,socionoel,SocioNoel,11,21
6.72667E+17,socionoel,SocioNoel,0,10
6.72659E+17,socionoel,SocioNoel,48,58
6.72563E+17,socionoel,SocioNoel,0,10
6.7254E+17,socionoel,SocioNoel,79,89
6.72527E+17,socionoel,SocioNoel,81,91
6.72522E+17,socionoel,SocioNoel,0,10
6.72522E+17,j3,J3,11,14
6.72522E+17,vih,VIH,105,109
6.72425E+17,socionoel,SocioNoel,0,10
6.72493E+17,socionoel,SocioNoel,15,25
6.72491E+17,socionoel,SocioNoel,129,139
6.72479E+17,socionoel,SocioNoel,0,10
6.72471E+17,socionoel,SocioNoel,0,10
6.72466E+17,socionoel,SocioNoël,0,10
6.72465E+17,socionoel,SocioNoel,0,10
6.72462E+17,socionoel,SocioNoel,12,22
6.72459E+17,socionoel,SocioNoël,83,93
6.72452E+17,socionoel,SocioNoël,0,10
6.72438E+17,socionoel,SocioNoel,74,84
6.72436E+17,socionoel,SocioNoel,18,28
6.72436E+17,help,Help,117,122
6.72436E+17,tia,TIA,123,127
6.72436E+17,socionoel,SocioNoel,0,10
6.72434E+17,socionoel,SocioNoel,11,21
6.72429E+17,socionoel,SocioNoel,124,134
6.72425E+17,socionoel,SocioNoel,96,106
6.72424E+17,socionoel,SocioNoel,79,89
6.72424E+17,cafaitplaisir,çafaitplaisir,90,104
6.72422E+17,socionoel,SocioNoël,27,37
6.72422E+17,ethnonoel,EthnoNoël,59,69
6.7242E+17,socionoel,SocioNoel,0,10
6.7242E+17,day3,Day3,11,16
6.7242E+17,socionoel,SocioNoel,0,10
6.7242E+17,socionoel,SocioNoel,0,10
6.72421E+17,socionoel,SocioNoel,0,10
6.72421E+17,socionoel,SocioNoel,0,10
6.7241E+17,socionoel,SocioNoel,5,15
6.72421E+17,socionoel,SocioNoel,0,10
6.72421E+17,socionoel,SocioNoel,0,10
6.72422E+17,socionoel,SocioNoel,0,10
6.72422E+17,socionoel,SocioNoel,0,10
6.72413E+17,socionoel,SocioNoel,0,10
6.7241E+17,socionoel,SocioNoel,0,10
6.72408E+17,socionoel,SocioNoel,0,10
6.72404E+17,socionoel,SocioNoel,18,28
6.72385E+17,socionoel,SocioNoel,0,10
6.72383E+17,socionoel,SocioNoel,106,116
6.72375E+17,socionoel,SocioNoël,58,68
6.72333E+17,socionoel,SocioNoel,88,98
6.72371E+17,socionoel,SocioNoel,57,67
6.72365E+17,socionoel,SocioNoel,5,15
6.72365E+17,socionoel,SocioNoel,0,10
6.72364E+17,socionoel,SocioNoel,2,12
6.72364E+17,bouamama,BOUAMAMA,42,51
6.72363E+17,socionoel,SocioNoel,0,10
6.72361E+17,socionoel,SocioNoel,0,10
6.72361E+17,day3,Day3,11,16
6.72356E+17,socionoel,SocioNoel,16,26
6.72361E+17,socionoel,SocioNoel,97,107
6.72358E+17,socionoel,SocioNoel,59,69
6.72358E+17,histoiredelartnoel,HistoiredelartNoel,74,93
6.7236E+17,socionoel,SocioNoel,106,116
6.7236E+17,socionoel,SocioNoel,61,71
6.7236E+17,socionoel,SocioNoel,114,124
6.72359E+17,socionoel,SocioNoel,99,109
6.72359E+17,socionoel,SocioNoël,54,64
6.72355E+17,socionoel,SocioNoel,0,10
6.72357E+17,lt,LT,0,3
6.72357E+17,socionoel,SocioNoel,4,14
6.72357E+17,lt,LT,0,3
6.72357E+17,socionoel,SocioNoel,4,14
6.72358E+17,lt,LT,0,3
6.72358E+17,socionoel,SocioNoel,4,14
6.72358E+17,socionoel,SocioNoël,81,91
6.72356E+17,socionoel,SocioNoel,0,10
6.72355E+17,socionoel,SocioNoel,0,10
6.72353E+17,socionoel,SocioNoel,0,10
6.72354E+17,socionoel,SocioNoël,36,46
6.72353E+17,socionoel,SocioNoel,0,10
6.72351E+17,socionoel,SocioNoel,5,15
6.72344E+17,socionoel,SocioNoel,0,10
6.7235E+17,socionoel,SocioNoel,0,10
6.72349E+17,socionoel,SocioNoel,0,10
6.72349E+17,socionoel,SocioNoel,0,10
6.72346E+17,socionoel,SocioNoel,0,10
6.72346E+17,hoggart,Hoggart,17,25
6.72346E+17,socionoel,socionoel,8,18
6.72343E+17,socionoel,SocioNoel,103,113
6.72341E+17,socionoel,SocioNoel,0,10
6.72342E+17,socionoel,SocioNoel,0,10
6.7234E+17,ecoledejourdan,EcoleDeJourdan,20,35
6.7234E+17,socionoel,SocioNoel,41,51
6.7234E+17,day3,Day3,52,57
6.7234E+17,socionoel,SocioNoel,0,10
6.72336E+17,socionoel,SocioNoel,5,15
6.72336E+17,jour3,Jour3,16,22
6.72335E+17,socionoel,SocioNoël,106,116
6.72335E+17,socionoel,SocioNoel,22,32
6.72335E+17,philonoel,PhiloNoel,58,68
6.72333E+17,socionoel,SocioNoel,0,10
6.72332E+17,day3,day3,0,5
6.72332E+17,socionoel,SocioNoel,6,16
6.72325E+17,socionoel,SocioNoel,28,38
6.72322E+17,socionoel,SocioNoel,35,45
6.72322E+17,ahiiicestdelhistoire,AhiiiCestdelHistoire,46,67
6.7232E+17,j3,J3,0,3
6.7232E+17,socionoel,SocioNoel,116,126
6.7232E+17,socionoel,SocioNoel,21,31
6.72317E+17,socionoel,SocioNoel,0,10
6.72317E+17,socionoel,SocioNoel,0,10
6.72317E+17,sociologie,sociologie,20,31
6.72317E+17,coaching,coaching,86,95
6.72313E+17,socionoel,SocioNoel,12,22
6.72299E+17,socionoel,SocioNoel,0,10
6.72193E+17,socionoel,SocioNoel,0,10
6.72193E+17,cop21,COP21,19,25
6.72171E+17,socionoel,SocioNoel,98,108
6.72151E+17,socionoel,SocioNoel,0,10
6.72147E+17,socionoel,SocioNoel,93,103
6.72144E+17,socionoel,SocioNoel,13,23
6.7213E+17,socionoel,SocioNoel,49,59
6.7212E+17,socionoel,SocioNoël,70,80
6.72119E+17,socionoel,SocioNoel,89,99
6.72117E+17,socionoel,SocioNoel,53,63
6.72106E+17,socionoel,SocioNoel,0,10
6.72101E+17,socionoel,SocioNoel,124,134
6.72098E+17,socionoel,SocioNoel,0,10
6.71972E+17,socionoel,SocioNoel,12,22
6.72091E+17,socionoel,SocioNoel,56,66
6.7209E+17,day2,day2,20,25
6.7209E+17,socionoel,SocioNoel,29,39
6.7209E+17,streetlevelgifts,streetlevelgifts,68,85
6.7209E+17,noelauguichet,noelauguichet,86,100
6.72088E+17,socionoel,SocioNoel,0,10
6.72062E+17,souhailabenlachhab,SouhailaBenLachhab,0,19
6.72062E+17,socionoel,SocioNoel,54,64
6.72034E+17,socionoel,SocioNoel,112,122
6.72026E+17,socionoel,SocioNoel,19,29
6.7202E+17,socionoel,SocioNoel,0,10
6.7202E+17,socionoel,socionoël,0,10
6.72015E+17,socionoel,SocioNoel,0,10
6.72015E+17,timingold,timingold,59,69
6.72015E+17,ecologie,ecologie,70,79
6.72015E+17,anthropologie,anthropologie,80,94
6.72015E+17,poesie,poesie,95,102
6.72009E+17,socionoel,SocioNoel,9,19
6.72009E+17,sociologie,sociologie,70,81
6.72005E+17,socionoel,SocioNoel,52,62
6.71997E+17,socionoel,SocioNoel,0,10
6.71996E+17,lt,lt,0,3
6.71996E+17,socionoel,SocioNoel,96,106
6.71995E+17,socionoel,SocioNoel,86,96
6.71995E+17,socionoel,SocioNoel,0,10
6.71995E+17,lrt,lrt,33,37
6.71995E+17,socionoel,SocioNoel,30,40
6.71993E+17,socionoel,socionoel,33,43
6.72072E+17,day2,day2,20,25
6.72072E+17,socionoel,SocioNoel,26,36
6.72066E+17,day1,day1,13,18
6.72066E+17,day2,day2,44,49
6.72066E+17,socionoel,SocioNoel,102,112
6.72066E+17,socionoel,SocioNoel,0,10
6.72065E+17,j2,J2,0,3
6.72065E+17,socionoel,SocioNoel,105,115
6.72047E+17,socionoel,SocioNoël,0,10
6.72052E+17,socionoel,SocioNoël,51,61
6.72052E+17,socionoel,SocioNoël,4,14
6.72052E+17,socionoel,SocioNoël,70,80
6.72053E+17,socionoel,SocioNoël,4,14
6.72047E+17,socionoel,SocioNoel,0,10
6.72034E+17,socionoel,SocioNoel,90,100
6.72035E+17,socionoel,SocioNoel,45,55
6.72045E+17,socionoel,SocioNoel,43,53
6.72036E+17,socionoel,SocioNoel,0,10
6.72036E+17,culturalstudies,culturalstudies,106,122
6.72034E+17,socionoel,SocioNoel,0,10
6.72034E+17,staps,STAPS,58,64
6.72034E+17,supporterisme,supporterisme,89,103
6.72028E+17,socionoel,SocioNoel,0,10
6.72027E+17,socionoel,SocioNoel,0,10
6.72027E+17,day2,Day2,11,16
6.72028E+17,socionoel,SocioNoel,0,10
6.72028E+17,socionoel,SocioNoel,0,10
6.72028E+17,day3,Day3,58,63
6.72028E+17,teaser,Teaser,64,71
6.72027E+17,socionoel,SocioNoel,33,43
6.72024E+17,socionoel,SocioNoel,3,13
6.72022E+17,socionoel,SocioNoël,2,12
6.71998E+17,socionoel,SocioNoel,0,10
6.71998E+17,day1,day1,23,28
6.72004E+17,inshape,inshape,76,84
6.72006E+17,socionoel,SocioNoel,126,136
6.72019E+17,socionoel,SocioNoel,29,39
6.72018E+17,socionoel,SocioNoel,0,10
6.72009E+17,socionoel,SocioNoel,0,10
6.72009E+17,sociologie,sociologie,66,77
6.72015E+17,socionoel,SocioNoel,11,21
6.72014E+17,socionoel,SocioNoel,0,10
6.72009E+17,socionoel,SocioNoel,106,116
6.72006E+17,socionoel,socionoel,0,10
6.72006E+17,socionoel,SocioNoel,0,10
6.72006E+17,socionoel,socionoel,0,10
6.72005E+17,socionoel,SocioNoel,0,10
6.72004E+17,socionoel,SocioNoel,0,10
6.71741E+17,socionoel,SocioNoel,69,79
6.71989E+17,socionoel,SocioNoël,100,110
6.72003E+17,socionoel,SocioNoël,122,132
6.72002E+17,socionoel,SocioNoel,7,17
6.72001E+17,socionoel,SocioNoel,20,30
6.71999E+17,socionoel,SocioNoel,103,113
6.71999E+17,socionoel,SocioNoel,62,72
6.71997E+17,socionoel,SocioNoel,128,138
6.71996E+17,socionoel,SocioNoel,55,65
6.71996E+17,socionoel,SocioNoel,101,111
6.71995E+17,socionoel,SocioNoel,0,10
6.71993E+17,socionoel,SocioNoel,25,35
6.71992E+17,socionoel,SocioNoel,0,10
6.71989E+17,socionoel,SocioNoel,30,40
6.71992E+17,socionoel,SocioNoel,105,115
6.71991E+17,socionoel,SocioNoël,42,52
6.7199E+17,socionoel,SocioNoel,0,10
6.7199E+17,jour2,Jour2,11,17
6.71987E+17,socionoel,SocioNoel,21,31
6.71986E+17,socionoel,SocioNoel,3,13
6.7198E+17,socionoel,SocioNoel,62,72
6.71978E+17,socionoel,SocioNoel,0,10
