idTweet,idUser,replyIdTweet,replyIdUser,quotedIdTweet,quotedIdUser,text,createdAt,url,source,lang,nbRetweet,nbFavorites
6.79975E+17,299883408,,,,,Pour ce #SocioNoel final,,,,,,
6.79974E+17,802025095,,898433816,,,@CobbleAndFrame dis #SocioNoel ça finit aujourd'hui ou demain ?,24/12/2015,https://twitter.com/SamuelHayat/status/679974109518950400,Twitter for Android,fr,0,0
6.7996E+17,3305408523,,,,,#SocioNoel J.-C. Kaufmann,,,,,,
6.78888E+17,563629852,,,,,Point Rangement. J'ai ces deux revues en double. Je propose alors de faire un grand jeu @balleverte de Noël. https://t.co/mPzbqauqGf,21/12/2015,https://twitter.com/balleverte/status/678888210899054592,Twitter Web Client,fr,0,0
6.78889E+17,563629852,6.78888E+17,563629852,,,Vous trouvez mon SocioNoel du 24 décembre,,,,,,
6.78889E+17,563629852,6.78889E+17,563629852,,,Allez et je donne un indice par jour,,,,,,
6.79051E+17,563629852,6.78889E+17,563629852,,,Indice 2: L'auteurE n'a toujours pas été citée dans Socio Noel,21/12/2015,https://twitter.com/balleverte/status/679050781585235968,Twitter Web Client,fr,0,0
6.79059E+17,563629852,6.79051E+17,563629852,,,Pour pouvoir avoir deux vainqueurs,,,,,,
6.79285E+17,563629852,6.79059E+17,563629852,,,Indice 3 : l'ouvrage est la publication d'une thèse soutenue à l'EHESS dans les années 1990. :),22/12/2015,https://twitter.com/balleverte/status/679285007647657984,Twitter Web Client,fr,0,0
6.75681E+17,2831647126,,,,,11/12 Alban Jacquemart sur la question de l'engagement des hommes ds le féminisme #SocioNoel https://t.co/eB0y83DQoV https://t.co/0E9p6mYQnQ,12/12/2015,https://twitter.com/RaphCann/status/675681171364315136,Twitter Web Client,fr,4,2
6.7568E+17,3305408523,,,,,#SocioNoel,,,,,,
6.75662E+17,1431049680,,,,,Une lecture utile ce WE : L. Kestel,,,,,,
6.75647E+17,86711856,,,,,#SocioNoel Sociologie de la santé,,,,,,
6.75646E+17,563629852,,,,,L’éclectisme des goûts apparaît largement comme l’attribut des classes supérieures éduquées... #SocioNoel https://t.co/fNgymg70Zk,12/12/2015,https://twitter.com/balleverte/status/675645857610506240,Twitter Web Client,fr,7,5
6.75637E+17,217210001,,,,,#SocioNoel J12 : un peu de socio des usagers des services sociaux. Toujours d'actu,,,,,,
6.75632E+17,500131988,,,,,Mon #SocioNoel du jour,,,,,,
6.75607E+17,326063623,,,,,Le pouvoir régional de Romain Pasquier,,,,,,
6.75596E+17,2246825216,,,,,C'est simple,,,,,,
6.75592E+17,112405794,,,,,#SocioNoel C'est parti pour une série de classique #Weber https://t.co/8LshO2DPSL,12/12/2015,https://twitter.com/bbarbusse/status/675591641739223040,Twitter for iPhone,fr,1,0
6.75445E+17,298040213,,,,,"Le #CSOJ de ce soir invite à lire D.Cardon et A.Casilli ""Qu'est-ce que le Digital Labor?"" #SocioNoel #day11 https://t.co/LdWDMRLhys",11/12/2015,https://twitter.com/F_Bally/status/675445001833304064,Twitter Web Client,fr,2,4
6.72684E+17,117345550,,,,,#SocioNoel Day 4 : Erving Goffman,,,,,,
6.72682E+17,27259735,,,,,Pour le #jour4 de #SocioNoel les deux branches d'un dévoilement (personnel) : Bourdieu et Neveu @Ed_LaDecouverte https://t.co/jnd1iSRFMy,04/12/2015,https://twitter.com/M_Iz_6/status/672682252694851584,Twitter Web Client,fr,2,1
6.72682E+17,563629852,,,,,#SocioNoel on continue d'illustrer les cours. Ce matin,,,,,,
6.72681E+17,2919350415,,,,,"#SocioNoel 4 WEB DU BOIS ""Les âmes du peuple noir"" 1 d +gd socio US et pour la #doubleconscience https://t.co/PsyNjbJT8z",04/12/2015,https://twitter.com/coucoubeubeu/status/672681402584969217,Twitter Web Client,fr,5,5
6.72681E+17,15775935,,,,,#SocioNoel Pas très Noël spirit mais le génial M.Pollak avec L'expérience concentrationnaire,,,,,,
6.72678E+17,1010835510,,,,,4e jour de #SocioNoel un outil de travail,,,,,,
6.72667E+17,112405794,,,,,#SocioNoel Un incontournable ! https://t.co/tVwFUix1EP,04/12/2015,https://twitter.com/bbarbusse/status/672666742389407744,Twitter for iPhone,fr,3,1
6.72659E+17,2825385712,,,,,De la souillure,,,,,,
6.72563E+17,286882098,,,,,#SocioNoel du jour : Bourdieu,,,,,,
6.7254E+17,25548418,,,,,"Relire l'histoire d'Agnès et les ""good organisational reasons for bad records"" #SocioNoel https://t.co/b9MCJUOJpQ https://t.co/2TVNlF8b8O",03/12/2015,https://twitter.com/jrmdns/status/672540216255754246,Twitter for Mac,fr,2,1
6.72527E+17,2831647126,,,,,3/12: Article très intéressant,,,,,,
6.72522E+17,1698293742,,,,,#SocioNoel #J3 Un régal de lire Janine Pierret (et Philippe Artières) revenir sur ses enquêtes années 80 #VIH https://t.co/slKNaLT7QX,03/12/2015,https://twitter.com/IdealTyp/status/672522118194667521,Twitter Web Client,fr,1,0
6.72425E+17,500131988,,,,,#SocioNoel   Ça marche ça ? https://t.co/g1TwGNYDZS,03/12/2015,https://twitter.com/ThisisKiyemis/status/672425289457250305,Twitter for Android,fr,7,10
6.72493E+17,1698293742,,,6.72425E+17,500131988,Le grand Kiffe #SocioNoel https://t.co/LXGfDUikjF,03/12/2015,https://twitter.com/IdealTyp/status/672492724491264000,Twitter Web Client,fr,0,0
6.72415E+17,1259698710,,,,,Enquête sur la métaphysique des autres Philippe Descola [Lundis de la @Philosophie_ENS] https://t.co/Y39yJhExuP https://t.co/YoOo4WQvfg,03/12/2015,https://twitter.com/ENS_ULM/status/672414824538746880,Twitter Web Client,fr,13,12
6.72491E+17,1306684022,6.72415E+17,1259698710,,,@ENS_ULM @cdf1530 @Philosophie_ENS @EHESS_fr @CNRS Une voyage riche des idées s'on disposerait considerer des philos des autres  #SocioNoel,03/12/2015,https://twitter.com/AnthCasanova2/status/672491043078541312,Twitter Web Client,fr,0,0
6.72479E+17,571982354,,,,,#SocioNoel Bouquin qui va un peu loin à coups de critiques permanentes mais approche intéressante https://t.co/gT4khIJe5S,03/12/2015,https://twitter.com/ValGuery/status/672479279029030912,Twitter for Android,fr,1,0
6.71753E+17,802025095,,,,,Bon,,,,,,
6.71421E+17,898433816,,,,,Moi en ce moment. #socionoël https://t.co/sd2HmVqN2B,30/11/2015,https://twitter.com/CobbleAndFrame/status/671420824625283072,Twitter Web Client,fr,0,3
6.71675E+17,262671176,6.71675E+17,262671176,,,#SocioNoel Ensuite,,,,,,
6.71671E+17,802025095,,,,,Bon #HistoireDesIdéesNoel,,,,,,
6.71674E+17,802025095,6.71671E+17,802025095,,,Plan du livre. Et la proposition 0: Tout pouvoir symbolique ajoute sa force propre aux rapports de force #SocioNoel https://t.co/pNHutX8Rkp,01/12/2015,https://twitter.com/SamuelHayat/status/671673581265420289,Twitter Web Client,fr,0,1
6.71639E+17,18565111,,,,,1er #SocioNoel avec “Love Between Women” de Charlotte Wolff (1971),01/12/2015,https://twitter.com/bfontn/status/671638928085155840,Twitter Web Client,ht,2,0
6.71639E+17,2831647126,,,,,1/12: L'un des premiers articles de socio que j'ai lu en arrivant en licence #SocioNoel  https://t.co/g29VdruSge https://t.co/B1qTMCLFVT,01/12/2015,https://twitter.com/RaphCann/status/671638604855291904,Twitter Web Client,fr,2,2
6.85497E+17,1617621968,,,,,#VendrediLecture #socionoel #geo #ville #urbanisme de Jean-Luc #Debry à L'échappée. Cc @LibertaliaLivre @mapav8 https://t.co/FBky3HNLd1,08/01/2016,https://twitter.com/mastelcri/status/685497476476989440,Twitter for Android,fr,0,2
6.85492E+17,402088362,,,,,Et sinon je suis en train de lire Le Harem et les cousins de Germaine Tillion et c'est MEGA intéressant   https://t.co/pXv7VJ43JZ,08/01/2016,https://twitter.com/i_nebuleuse/status/685492139497799682,Twitter Web Client,fr,3,1
6.85492E+17,402088362,6.85492E+17,402088362,,,Mais l'ensemble est extrêmement instructif et stimulant,,,,,,
6.85493E+17,402088362,6.85492E+17,402088362,,,"Extrait de la présentation aux éditions du Seuil : "" Un classique sur la condition féminine dans le pourtour méditerranéen",08/01/2016,https://twitter.com/i_nebuleuse/status/685492715174363137,Twitter Web Client,fr,1,0
6.85493E+17,402088362,6.85493E+17,402088362,,,Germaine Tillion nous démontre que l'oppression des femmes,,,,,,
6.85493E+17,402088362,6.85493E+17,402088362,,,"que musulmans dont aucun n'a su totalement repousser cet héritage""",08/01/2016,https://twitter.com/i_nebuleuse/status/685492989947416576,Twitter Web Client,fr,1,0
6.85493E+17,402088362,6.85493E+17,402088362,,,Le moins qu'on puisse dire c'est que ce résumé est concis,,,,,,
6.85493E+17,402088362,6.85493E+17,402088362,,,zone géographique en proposant une comparaison des sociétés caractérisée par l'exogamie,,,,,,
6.85493E+17,402088362,6.85493E+17,402088362,,,Le pourtour méditerranéen répondant en l'occurrence à la 2nde caractéristique,08/01/2016,https://twitter.com/i_nebuleuse/status/685493451237027841,Twitter Web Client,fr,1,0
6.85494E+17,402088362,6.85493E+17,402088362,,,Si je l'avais lu avant,,,,,,
6.85375E+17,607918288,,,,,#FF @CobbleAndFrame nostalgie de #socionoel et des belles #idéelectures https://t.co/QTnAsjpbcA,08/01/2016,https://twitter.com/EditionsScpo/status/685374946420330496,Twitter Web Client,fr,1,1
6.84106E+17,92564226,,,,,Le marché du livre renoue avec la croissance https://t.co/MPzLC2bxRs https://t.co/lD15S7OnBm,04/01/2016,https://twitter.com/LesEchos/status/684105672758267906,SocialFlow,fr,89,37
6.84107E+17,563629852,,,6.84106E+17,92564226,C'est grâce à #SocioNoel !! https://t.co/AJMlJC1PzP,04/01/2016,https://twitter.com/balleverte/status/684106519160422405,Twitter Web Client,fr,1,1
6.84113E+17,12821802,6.84107E+17,563629852,,,@balleverte j'ai emprunté beaucoup de livres grâce à #socionoel,04/01/2016,https://twitter.com/P_Brasseur/status/684113394937495556,Twitter Web Client,fr,0,0
6.81503E+17,38652138,,,,,#SocioNoel c'est fini,,,,,,
6.81142E+17,2845689221,,,,,Petits achats du jour :) #Socionoël https://t.co/RX32VPETyF,27/12/2015,https://twitter.com/kazh_koad/status/681142300609622016,Twitter for BlackBerry®,fr,0,3
6.80857E+17,4404560781,,,,,https://t.co/MkhWEGTV62 #ايهاب_امير_يستحق_اللقب #staracarabia  #IhabAmir #IbtissamTiskat #Maroc  #BonneAnnee2016  #StarWars  #SocioNoel,26/12/2015,https://twitter.com/sarabenhachem2/status/680856869750050816,Twitter for Android,und,6,5
6.80738E+17,158342368,,,,,Después de una campaña hay que desintoxicarse. Nada mejor que Don Gregorio Morán. Nunca fue tan actual este libro https://t.co/9hSH48Idbz,26/12/2015,https://twitter.com/Pablo_Iglesias_/status/680738188755886082,Twitter for iPhone,es,909,1737
6.80751E+17,478599072,,,6.80738E+17,158342368,Pablo Iglesias un peu à la bourre pour son #SocioNoel.On lui pardonne,,,,,,
6.79577E+17,563629852,6.79285E+17,563629852,,,Indice 4 (et dernier) : ça concerne un sujet que j'évoque pas mal ici (en dehors de mes propres recherches...). Je compte sur vous ;),23/12/2015,https://twitter.com/balleverte/status/679577233195929604,Twitter Web Client,fr,0,0
6.79733E+17,563629852,6.79577E+17,563629852,,,Bon twitter je veux des gagnants à mon grand jeu @balleverte de Noel. Indice bonus: https://t.co/Gwta5enXWo,23/12/2015,https://twitter.com/balleverte/status/679732788363395073,Twitter for Android,fr,0,0
6.80144E+17,206363875,6.80143E+17,206363875,,,"25- Pour finir. Sur la notion d'épistémicide de Sousa de Santos: ""Espistémicides"" de Fatima Khemilat &gt; https://t.co/UigoGFDP0b #SocioNoel",24/12/2015,https://twitter.com/thefugitive_/status/680144069079773184,Twitter Web Client,fr,2,3
6.80121E+17,4267764334,,,,,Dernier #SocioNoel,,,,,,
6.80128E+17,302847514,6.80121E+17,4267764334,,,@Gerome_Truc @editions_PUF j'adore (la topographie légendaire des evangiles en Terre Sainte) #SocioNoel #PassionHalbwachs,24/12/2015,https://twitter.com/RegSchlag/status/680128313172594688,Twitter for Android,fr,2,1
6.80079E+17,298040213,,,,,"#SocioNoel last but not least. M.De Certeau ""L'invention du quotidien"" https://t.co/Yp52O1lkhG",24/12/2015,https://twitter.com/F_Bally/status/680078980167413760,Twitter for Android,fr,0,0
6.80076E+17,2400419012,,,,,J24. On finit comme on a commencé,,,,,,
6.80074E+17,2400419012,,,,,J23 (en retard). Pas de la socio mais une grosse claque,,,,,,
6.80073E+17,237752246,,,,,Dernier #SocioNoel 2015... Parce que faire de la #sociologie,,,,,,
6.80037E+17,3105049907,,,,,#socionoel Un peu de répit avant la fuite en Égypte : Joyeux Noël ! (lire en particulier les pages 244 et 245 :-)) https://t.co/oaI97MqxnI,24/12/2015,https://twitter.com/SamuelChagnard/status/680037392372334593,Twitter Web Client,fr,1,0
